Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;18/04/2023;14:00:00;5.328,975;5.338,081;5.327,904;5.334,331;8.490.097.767,97;159.195
WDOFUT;18/04/2023;13:00:00;5.335,402;5.336,474;5.326,297;5.328,439;7.086.804.458,34;132.928
WDOFUT;18/04/2023;12:00:00;5.333,796;5.340,223;5.329,511;5.335,402;11.011.734.726,96;206.422
WDOFUT;18/04/2023;11:00:00;5.340,759;5.345,579;5.325,225;5.333,796;20.786.818.405,76;389.629
WDOFUT;18/04/2023;10:00:00;5.303,800;5.354,685;5.301,122;5.340,759;45.622.814.483,53;855.810
WDOFUT;18/04/2023;09:00:00;5.278,626;5.305,407;5.268,984;5.303,265;31.531.113.946,13;596.314
WDOFUT;17/04/2023;17:00:00;5.297,908;5.305,943;5.296,301;5.303,265;5.102.748.245,01;96.267
WDOFUT;17/04/2023;16:00:00;5.290,945;5.300,051;5.288,267;5.297,373;8.629.018.733,19;162.979
WDOFUT;17/04/2023;15:00:00;5.290,945;5.295,230;5.278,090;5.290,410;14.872.832.992,94;281.403
WDOFUT;17/04/2023;14:00:00;5.308,085;5.311,299;5.289,874;5.290,945;12.504.836.753,69;235.922
WDOFUT;17/04/2023;13:00:00;5.309,157;5.311,835;5.303,800;5.308,085;7.345.672.860,03;138.397
WDOFUT;17/04/2023;12:00:00;5.312,906;5.320,940;5.305,943;5.309,157;11.954.434.373,41;225.003
WDOFUT;17/04/2023;11:00:00;5.308,085;5.318,798;5.303,265;5.313,442;17.524.000.062,54;329.935
WDOFUT;17/04/2023;10:00:00;5.290,945;5.310,763;5.283,446;5.308,085;24.056.277.881,49;454.198
WDOFUT;17/04/2023;09:00:00;5.281,304;5.298,980;5.258,807;5.290,945;33.756.886.648,37;639.469
WDOFUT;14/04/2023;17:00:00;5.277,019;5.277,554;5.267,913;5.269,520;4.993.305.498,72;94.696
WDOFUT;14/04/2023;16:00:00;5.279,697;5.281,840;5.273,805;5.277,554;6.912.585.454,05;130.969
WDOFUT;14/04/2023;15:00:00;5.289,338;5.294,159;5.277,554;5.279,697;11.020.958.106,39;208.531
WDOFUT;14/04/2023;14:00:00;5.293,623;5.295,766;5.283,982;5.289,874;12.275.826.508,78;232.060
WDOFUT;14/04/2023;13:00:00;5.302,729;5.306,478;5.293,088;5.294,159;11.124.762.782,27;209.921
WDOFUT;14/04/2023;12:00:00;5.321,476;5.324,154;5.302,193;5.302,729;12.471.311.245,55;234.592
WDOFUT;14/04/2023;11:00:00;5.308,085;5.330,046;5.308,085;5.320,940;20.963.082.635,15;393.891
WDOFUT;14/04/2023;10:00:00;5.285,053;5.323,083;5.283,982;5.308,621;30.392.271.622,79;572.558
WDOFUT;14/04/2023;09:00:00;5.300,051;5.301,658;5.251,844;5.285,053;38.991.622.754,63;738.324
WDOFUT;13/04/2023;17:00:00;5.290,945;5.295,230;5.288,267;5.292,016;5.546.326.666,55;104.815
WDOFUT;13/04/2023;16:00:00;5.293,088;5.295,766;5.287,731;5.290,945;7.802.548.163,90;147.464
WDOFUT;13/04/2023;15:00:00;5.271,663;5.295,766;5.270,056;5.293,088;16.997.497.885,53;321.748
WDOFUT;13/04/2023;14:00:00;5.274,341;5.277,554;5.266,842;5.271,127;12.007.588.281,27;227.745
WDOFUT;13/04/2023;13:00:00;5.265,771;5.277,019;5.265,235;5.274,876;8.888.289.354,92;168.601
WDOFUT;13/04/2023;12:00:00;5.267,378;5.274,341;5.255,058;5.265,771;14.224.956.891,78;270.115
WDOFUT;13/04/2023;11:00:00;5.268,984;5.285,589;5.265,235;5.267,378;20.421.256.133,60;387.195
WDOFUT;13/04/2023;10:00:00;5.292,016;5.295,230;5.260,950;5.269,520;35.418.167.040,77;670.997
WDOFUT;13/04/2023;09:00:00;5.287,731;5.304,872;5.266,306;5.291,481;46.136.604.647,81;873.024
WDOFUT;12/04/2023;17:00:00;5.305,943;5.308,085;5.278,626;5.285,053;8.224.283.691,07;155.305
WDOFUT;12/04/2023;16:00:00;5.300,051;5.310,763;5.298,980;5.305,943;7.538.400.381,23;142.059
WDOFUT;12/04/2023;15:00:00;5.297,908;5.305,407;5.289,874;5.300,051;12.624.028.995,84;238.314
WDOFUT;12/04/2023;14:00:00;5.290,410;5.302,729;5.282,375;5.297,908;13.313.769.162,63;251.594
WDOFUT;12/04/2023;13:00:00;5.302,729;5.311,299;5.288,267;5.290,945;12.087.627.427,13;228.002
WDOFUT;12/04/2023;12:00:00;5.301,122;5.310,228;5.295,230;5.302,729;14.474.261.660,95;272.962
WDOFUT;12/04/2023;11:00:00;5.312,370;5.314,513;5.280,233;5.301,122;34.570.237.478,63;653.029
WDOFUT;12/04/2023;10:00:00;5.339,152;5.350,400;5.300,051;5.312,370;39.814.233.146,08;748.103
WDOFUT;12/04/2023;09:00:00;5.384,680;5.386,287;5.310,763;5.339,152;52.126.857.059,30;975.588
WDOFUT;11/04/2023;17:00:00;5.379,860;5.380,395;5.370,218;5.379,324;7.219.814.948,21;134.317
WDOFUT;11/04/2023;16:00:00;5.379,860;5.381,467;5.376,110;5.379,324;5.660.772.719,82;105.248
WDOFUT;11/04/2023;15:00:00;5.375,039;5.380,395;5.373,432;5.379,860;8.857.588.926,57;164.742
WDOFUT;11/04/2023;14:00:00;5.379,324;5.383,073;5.372,896;5.375,575;11.270.702.096,86;209.593
WDOFUT;11/04/2023;13:00:00;5.380,931;5.385,216;5.378,253;5.379,324;6.856.452.151,63;127.395
WDOFUT;11/04/2023;12:00:00;5.378,253;5.386,287;5.373,968;5.380,395;15.306.057.771,74;284.474
WDOFUT;11/04/2023;11:00:00;5.378,253;5.381,467;5.360,041;5.377,717;25.699.852.665,14;478.477
WDOFUT;11/04/2023;10:00:00;5.410,926;5.410,926;5.359,506;5.377,717;53.133.203.353,90;987.332
WDOFUT;11/04/2023;09:00:00;5.431,280;5.437,172;5.407,177;5.410,926;36.178.651.654,96;666.917
WDOFUT;10/04/2023;17:00:00;5.444,671;5.450,027;5.441,993;5.450,027;4.970.632.657,62;91.273
WDOFUT;10/04/2023;16:00:00;5.455,383;5.457,526;5.443,600;5.444,135;8.435.338.241,95;154.772
WDOFUT;10/04/2023;15:00:00;5.448,420;5.458,062;5.446,813;5.455,919;6.930.614.893,51;127.113
WDOFUT;10/04/2023;14:00:00;5.456,455;5.456,990;5.446,813;5.448,420;8.602.502.200,91;157.799
WDOFUT;10/04/2023;13:00:00;5.463,418;5.466,096;5.454,848;5.456,990;6.713.380.419,00;122.943
WDOFUT;10/04/2023;12:00:00;5.461,275;5.464,489;5.453,776;5.463,418;9.192.013.118,49;168.373
WDOFUT;10/04/2023;11:00:00;5.464,489;5.470,381;5.457,526;5.461,275;13.463.233.174,44;246.470
WDOFUT;10/04/2023;10:00:00;5.461,811;5.473,595;5.460,204;5.464,489;22.778.972.754,06;416.714
WDOFUT;10/04/2023;09:00:00;5.435,565;5.462,882;5.415,747;5.461,275;32.286.101.719,25;593.322
WDOFUT;06/04/2023;17:00:00;5.438,243;5.440,386;5.432,351;5.440,386;5.279.989.274,58;97.133
WDOFUT;06/04/2023;16:00:00;5.435,565;5.441,457;5.435,029;5.437,708;4.692.348.581,33;86.276
WDOFUT;06/04/2023;15:00:00;5.440,921;5.442,528;5.430,744;5.435,565;7.670.965.120,49;141.095
WDOFUT;06/04/2023;14:00:00;5.444,135;5.446,278;5.433,958;5.440,921;7.937.345.759,16;145.897
WDOFUT;06/04/2023;13:00:00;5.445,742;5.447,885;5.439,850;5.444,671;6.191.092.090,44;113.719
WDOFUT;06/04/2023;12:00:00;5.440,386;5.450,563;5.436,636;5.445,206;11.555.649.020,06;212.277
WDOFUT;06/04/2023;11:00:00;5.460,204;5.461,811;5.437,708;5.439,850;19.460.293.309,82;357.142
WDOFUT;06/04/2023;10:00:00;5.453,241;5.465,025;5.447,349;5.460,740;25.662.719.394,41;470.344
WDOFUT;06/04/2023;09:00:00;5.423,781;5.457,526;5.418,961;5.452,705;26.845.923.807,98;493.459
WDOFUT;05/04/2023;17:00:00;5.430,744;5.431,280;5.411,462;5.418,425;6.646.113.415,61;122.528
WDOFUT;05/04/2023;16:00:00;5.443,600;5.444,671;5.429,138;5.430,744;7.498.593.142,43;137.933
WDOFUT;05/04/2023;15:00:00;5.438,779;5.444,671;5.433,423;5.444,135;9.255.801.997,62;170.193
WDOFUT;05/04/2023;14:00:00;5.439,850;5.445,206;5.436,101;5.439,314;8.693.450.094,19;159.807
WDOFUT;05/04/2023;13:00:00;5.419,496;5.443,064;5.419,496;5.440,386;13.303.632.963,91;244.928
WDOFUT;05/04/2023;12:00:00;5.433,423;5.437,172;5.417,354;5.420,032;12.394.477.722,59;228.419
WDOFUT;05/04/2023;11:00:00;5.428,602;5.440,386;5.390,037;5.432,887;37.982.808.987,72;700.283
WDOFUT;05/04/2023;10:00:00;5.436,101;5.445,206;5.425,924;5.428,602;24.067.106.900,50;442.838
WDOFUT;05/04/2023;09:00:00;5.454,848;5.460,740;5.427,531;5.436,101;35.482.424.108,03;651.859
WDOFUT;04/04/2023;17:00:00;5.466,096;5.467,703;5.444,135;5.454,848;8.602.254.370,64;157.547
WDOFUT;04/04/2023;16:00:00;5.470,381;5.473,059;5.465,560;5.466,096;5.830.752.283,28;106.597
WDOFUT;04/04/2023;15:00:00;5.468,774;5.473,059;5.465,560;5.469,845;7.330.709.324,61;134.017
WDOFUT;04/04/2023;14:00:00;5.471,452;5.473,059;5.466,632;5.468,774;7.415.530.873,25;135.568
WDOFUT;04/04/2023;13:00:00;5.476,273;5.476,809;5.467,167;5.471,988;8.996.712.852,42;164.404
WDOFUT;04/04/2023;12:00:00;5.458,062;5.484,843;5.454,312;5.476,273;23.556.150.000,42;430.578
WDOFUT;04/04/2023;11:00:00;5.462,347;5.462,347;5.447,885;5.457,526;29.113.849.719,20;533.786
WDOFUT;04/04/2023;10:00:00;5.453,241;5.466,632;5.448,420;5.462,347;22.424.558.634,14;410.910
WDOFUT;04/04/2023;09:00:00;5.435,565;5.456,455;5.432,887;5.452,705;25.737.246.005,27;472.691
WDOFUT;03/04/2023;17:00:00;5.454,312;5.456,455;5.444,135;5.451,634;4.386.415.658,00;80.446
WDOFUT;03/04/2023;16:00:00;5.465,025;5.467,167;5.452,170;5.454,312;7.559.930.082,50;138.493
WDOFUT;03/04/2023;15:00:00;5.452,170;5.467,703;5.447,885;5.465,560;13.171.718.880,23;241.320
WDOFUT;03/04/2023;14:00:00;5.451,634;5.458,062;5.443,064;5.452,170;10.278.663.657,91;188.593
WDOFUT;03/04/2023;13:00:00;5.453,241;5.457,526;5.446,813;5.452,170;9.171.911.131,49;168.246
WDOFUT;03/04/2023;12:00:00;5.443,600;5.456,990;5.440,921;5.452,705;12.799.213.332,48;234.948
WDOFUT;03/04/2023;11:00:00;5.456,990;5.456,990;5.432,351;5.444,135;25.433.157.119,35;467.279
WDOFUT;03/04/2023;10:00:00;5.444,671;5.462,882;5.443,064;5.457,526;23.924.701.512,01;438.657
WDOFUT;03/04/2023;09:00:00;5.440,386;5.448,956;5.423,781;5.444,671;32.127.016.446,57;591.044
WDOFUT;31/03/2023;17:00:00;5.453,776;5.458,062;5.447,885;5.450,027;5.992.871.332,95;109.894
WDOFUT;31/03/2023;16:00:00;5.460,740;5.463,953;5.449,491;5.454,312;10.462.249.633,10;191.717
WDOFUT;31/03/2023;15:00:00;5.455,383;5.466,096;5.453,776;5.460,740;9.125.535.616,47;167.114
WDOFUT;31/03/2023;14:00:00;5.452,170;5.468,774;5.446,813;5.455,383;17.784.518.748,51;325.787
WDOFUT;31/03/2023;13:00:00;5.457,526;5.461,275;5.445,206;5.452,170;14.603.383.948,85;267.791
WDOFUT;31/03/2023;12:00:00;5.456,455;5.461,811;5.440,921;5.456,990;19.903.546.524,10;365.021
WDOFUT;31/03/2023;11:00:00;5.479,487;5.480,022;5.449,491;5.455,919;26.935.410.467,31;493.221
WDOFUT;31/03/2023;10:00:00;5.470,381;5.482,700;5.456,455;5.479,487;30.505.916.669,37;557.822
WDOFUT;31/03/2023;09:00:00;5.498,769;5.498,769;5.447,885;5.470,381;38.360.380.259,31;701.568
WDOFUT;30/03/2023;17:00:00;5.489,146;5.491,837;5.477,844;5.485,379;6.556.517.601,18;119.539
WDOFUT;30/03/2023;16:00:00;5.490,761;5.496,681;5.483,764;5.489,684;9.969.087.839,80;181.593
WDOFUT;30/03/2023;15:00:00;5.505,292;5.506,907;5.485,379;5.490,761;12.595.128.891,97;229.236
WDOFUT;30/03/2023;14:00:00;5.501,525;5.516,594;5.495,066;5.505,830;12.857.720.903,20;233.547
WDOFUT;30/03/2023;13:00:00;5.514,980;5.515,518;5.490,761;5.501,525;15.166.987.481,90;275.766
WDOFUT;30/03/2023;12:00:00;5.523,591;5.526,282;5.508,521;5.514,442;16.493.931.469,90;299.059
WDOFUT;30/03/2023;11:00:00;5.504,216;5.556,960;5.503,139;5.523,591;42.586.893.398,62;769.513
WDOFUT;30/03/2023;10:00:00;5.497,757;5.509,598;5.478,920;5.503,678;38.693.976.838,60;704.242
WDOFUT;30/03/2023;09:00:00;5.496,143;5.504,216;5.457,392;5.497,757;44.601.458.754,54;813.534
WDOFUT;29/03/2023;17:00:00;5.528,435;5.532,202;5.520,362;5.531,664;6.420.862.912,76;116.200
WDOFUT;29/03/2023;16:00:00;5.548,349;5.551,040;5.520,362;5.528,435;15.116.316.862,16;273.126
WDOFUT;29/03/2023;15:00:00;5.533,817;5.570,953;5.533,279;5.548,349;32.004.250.262,54;576.250
WDOFUT;29/03/2023;14:00:00;5.538,123;5.539,737;5.529,511;5.533,817;11.543.254.353,92;208.604
WDOFUT;29/03/2023;13:00:00;5.534,893;5.541,890;5.531,126;5.538,123;12.075.353.101,91;218.091
WDOFUT;29/03/2023;12:00:00;5.543,505;5.545,119;5.525,744;5.534,893;17.988.305.741,15;325.066
WDOFUT;29/03/2023;11:00:00;5.542,428;5.547,272;5.535,970;5.542,966;21.484.370.336,52;387.694
WDOFUT;29/03/2023;10:00:00;5.560,189;5.568,262;5.541,352;5.542,428;31.976.923.367,88;575.458
WDOFUT;29/03/2023;09:00:00;5.560,727;5.581,179;5.545,657;5.560,189;32.812.297.956,33;589.724
WDOFUT;28/03/2023;17:00:00;5.563,418;5.566,647;5.560,727;5.563,956;5.061.863.366,80;90.994
WDOFUT;28/03/2023;16:00:00;5.568,262;5.568,262;5.560,727;5.563,418;8.243.253.427,48;148.152
WDOFUT;28/03/2023;15:00:00;5.563,956;5.570,953;5.559,113;5.567,724;10.581.215.893,53;190.139
WDOFUT;28/03/2023;14:00:00;5.552,116;5.566,109;5.549,963;5.564,495;10.196.600.871,00;183.423
WDOFUT;28/03/2023;13:00:00;5.567,724;5.567,724;5.547,810;5.552,116;12.606.417.878,64;226.865
WDOFUT;28/03/2023;12:00:00;5.579,026;5.580,103;5.560,727;5.567,186;14.597.351.839,26;262.116
WDOFUT;28/03/2023;11:00:00;5.563,418;5.581,179;5.556,422;5.579,026;24.891.422.559,83;447.110
WDOFUT;28/03/2023;10:00:00;5.589,252;5.595,172;5.544,581;5.563,956;40.292.440.501,41;723.645
WDOFUT;28/03/2023;09:00:00;5.596,249;5.596,249;5.556,960;5.589,790;38.237.727.852,16;685.642
WDOFUT;27/03/2023;17:00:00;5.610,780;5.611,318;5.595,710;5.601,093;7.830.378.576,14;139.723
WDOFUT;27/03/2023;16:00:00;5.617,239;5.618,853;5.609,704;5.610,242;7.226.854.563,72;128.720
WDOFUT;27/03/2023;15:00:00;5.629,079;5.631,232;5.614,548;5.617,239;11.172.380.323,21;198.717
WDOFUT;27/03/2023;14:00:00;5.630,156;5.631,232;5.621,544;5.628,541;9.531.407.258,21;169.398
WDOFUT;27/03/2023;13:00:00;5.640,920;5.641,458;5.627,465;5.630,156;9.386.985.108,11;166.606
WDOFUT;27/03/2023;12:00:00;5.639,305;5.649,531;5.638,767;5.640,381;10.419.031.627,89;184.610
WDOFUT;27/03/2023;11:00:00;5.634,999;5.642,534;5.621,544;5.639,843;20.078.642.851,28;356.533
WDOFUT;27/03/2023;10:00:00;5.634,999;5.645,225;5.628,003;5.634,461;20.956.398.211,08;371.742
WDOFUT;27/03/2023;09:00:00;5.657,604;5.658,680;5.626,926;5.634,999;21.804.754.067,48;386.744
WDOFUT;24/03/2023;17:00:00;5.659,757;5.660,833;5.651,146;5.656,528;6.487.929.437,86;114.722
WDOFUT;24/03/2023;16:00:00;5.665,139;5.665,139;5.655,989;5.660,295;6.748.170.120,45;119.220
WDOFUT;24/03/2023;15:00:00;5.662,448;5.666,215;5.653,837;5.665,677;10.986.691.893,77;194.131
WDOFUT;24/03/2023;14:00:00;5.658,680;5.664,062;5.646,840;5.662,986;13.999.336.687,30;247.578
WDOFUT;24/03/2023;13:00:00;5.659,219;5.666,753;5.653,837;5.659,219;14.686.953.550,45;259.475
WDOFUT;24/03/2023;12:00:00;5.693,664;5.697,969;5.655,989;5.658,680;29.052.622.900,28;511.602
WDOFUT;24/03/2023;11:00:00;5.722,189;5.724,341;5.689,358;5.693,125;32.207.642.337,00;564.352
WDOFUT;24/03/2023;10:00:00;5.742,640;5.750,713;5.720,036;5.721,650;33.079.403.273,78;576.593
WDOFUT;24/03/2023;09:00:00;5.737,258;5.757,710;5.724,341;5.742,640;42.944.188.663,08;747.692
WDOFUT;23/03/2023;17:00:00;5.702,813;5.715,730;5.697,969;5.711,963;8.500.372.368,83;149.005
WDOFUT;23/03/2023;16:00:00;5.701,199;5.704,966;5.690,973;5.702,813;13.015.921.278,08;228.377
WDOFUT;23/03/2023;15:00:00;5.692,049;5.710,886;5.685,052;5.701,199;24.666.075.849,53;433.031
WDOFUT;23/03/2023;14:00:00;5.687,205;5.693,125;5.678,594;5.692,587;15.176.893.805,48;266.927
WDOFUT;23/03/2023;13:00:00;5.681,285;5.690,973;5.671,597;5.686,667;16.112.959.019,71;283.538
WDOFUT;23/03/2023;12:00:00;5.686,667;5.687,205;5.672,136;5.681,285;14.293.952.486,29;251.676
WDOFUT;23/03/2023;11:00:00;5.676,441;5.693,125;5.672,136;5.686,667;30.550.268.355,96;537.637
WDOFUT;23/03/2023;10:00:00;5.651,684;5.681,823;5.646,840;5.676,441;33.575.635.627,27;593.236
WDOFUT;23/03/2023;09:00:00;5.614,009;5.652,222;5.610,242;5.651,146;31.617.620.601,25;561.259
WDOFUT;22/03/2023;17:00:00;5.646,302;5.655,989;5.639,305;5.652,760;7.720.634.314,67;136.745
WDOFUT;22/03/2023;16:00:00;5.630,156;5.647,916;5.622,621;5.645,763;20.207.393.874,26;358.662
WDOFUT;22/03/2023;15:00:00;5.676,979;5.682,900;5.611,857;5.630,156;48.968.172.555,66;868.079
WDOFUT;22/03/2023;14:00:00;5.680,209;5.685,591;5.672,136;5.676,979;13.164.460.212,35;231.790
WDOFUT;22/03/2023;13:00:00;5.671,059;5.682,361;5.670,521;5.680,209;8.623.895.237,21;151.889
WDOFUT;22/03/2023;12:00:00;5.683,976;5.684,514;5.670,521;5.671,059;11.894.990.952,49;209.546
WDOFUT;22/03/2023;11:00:00;5.685,591;5.693,125;5.677,518;5.683,976;22.566.437.384,40;396.973
WDOFUT;22/03/2023;10:00:00;5.667,292;5.692,049;5.661,910;5.685,591;26.109.584.450,40;459.951
WDOFUT;22/03/2023;09:00:00;5.658,142;5.676,979;5.651,684;5.667,292;20.583.596.999,81;363.309
WDOFUT;21/03/2023;17:00:00;5.658,680;5.661,910;5.653,298;5.655,989;5.899.310.935,36;104.276
WDOFUT;21/03/2023;16:00:00;5.646,840;5.665,139;5.644,149;5.659,219;12.047.407.853,53;213.034
WDOFUT;21/03/2023;15:00:00;5.655,989;5.658,680;5.644,687;5.646,302;11.518.737.531,75;203.800
WDOFUT;21/03/2023;14:00:00;5.652,760;5.660,833;5.647,378;5.655,989;8.413.165.779,96;148.803
WDOFUT;21/03/2023;13:00:00;5.659,219;5.660,295;5.648,455;5.653,298;7.576.825.679,84;133.991
WDOFUT;21/03/2023;12:00:00;5.647,916;5.660,295;5.646,840;5.659,219;10.112.457.407,53;178.881
WDOFUT;21/03/2023;11:00:00;5.661,371;5.668,368;5.642,534;5.647,378;25.755.895.101,18;455.475
WDOFUT;21/03/2023;10:00:00;5.653,837;5.668,368;5.651,684;5.661,371;29.297.750.783,55;517.692
WDOFUT;21/03/2023;09:00:00;5.636,614;5.657,604;5.627,465;5.654,375;28.041.630.858,82;496.791
WDOFUT;20/03/2023;17:00:00;5.657,066;5.660,295;5.651,146;5.652,760;4.867.353.644,48;86.067
WDOFUT;20/03/2023;16:00:00;5.660,295;5.660,833;5.651,146;5.657,066;7.634.434.539,27;134.982
WDOFUT;20/03/2023;15:00:00;5.657,066;5.662,986;5.655,989;5.660,295;8.008.050.925,60;141.491
WDOFUT;20/03/2023;14:00:00;5.657,066;5.660,833;5.651,146;5.657,604;8.683.267.555,44;153.533
WDOFUT;20/03/2023;13:00:00;5.663,524;5.667,292;5.656,528;5.656,528;10.145.302.979,49;179.198
WDOFUT;20/03/2023;12:00:00;5.650,069;5.666,215;5.648,993;5.663,524;16.814.297.122,57;297.218
WDOFUT;20/03/2023;11:00:00;5.662,448;5.673,212;5.646,840;5.650,607;22.499.301.355,59;397.626
WDOFUT;20/03/2023;10:00:00;5.675,903;5.676,979;5.654,375;5.661,910;29.069.037.034,62;513.211
WDOFUT;20/03/2023;09:00:00;5.689,896;5.702,275;5.674,827;5.675,903;31.391.188.418,90;551.857
WDOFUT;17/03/2023;17:00:00;5.689,358;5.702,275;5.685,591;5.698,508;6.329.793.948,90;111.231
WDOFUT;17/03/2023;16:00:00;5.694,740;5.697,969;5.687,743;5.689,358;7.295.723.809,64;128.155
WDOFUT;17/03/2023;15:00:00;5.684,514;5.698,508;5.683,438;5.694,740;10.458.784.788,79;183.710
WDOFUT;17/03/2023;14:00:00;5.691,511;5.697,431;5.684,514;5.685,052;8.809.454.976,61;154.788
WDOFUT;17/03/2023;13:00:00;5.700,660;5.702,275;5.686,129;5.691,511;14.140.517.076,60;248.306
WDOFUT;17/03/2023;12:00:00;5.695,278;5.704,428;5.692,587;5.700,122;15.771.103.282,27;276.787
WDOFUT;17/03/2023;11:00:00;5.683,438;5.704,966;5.672,136;5.695,278;22.663.519.011,04;398.173
WDOFUT;17/03/2023;10:00:00;5.668,906;5.687,743;5.666,215;5.682,900;24.702.295.634,38;435.101
WDOFUT;17/03/2023;09:00:00;5.656,528;5.672,674;5.648,455;5.668,906;22.684.974.279,36;400.652
WDOFUT;16/03/2023;17:00:00;5.657,066;5.660,833;5.642,534;5.646,302;9.011.741.805,42;159.429
WDOFUT;16/03/2023;16:00:00;5.661,910;5.666,753;5.655,451;5.657,604;10.694.440.324,17;188.907
WDOFUT;16/03/2023;15:00:00;5.690,434;5.693,125;5.659,757;5.661,910;18.108.099.106,42;319.142
WDOFUT;16/03/2023;14:00:00;5.692,049;5.695,278;5.680,209;5.690,973;16.686.317.179,56;293.379
WDOFUT;16/03/2023;13:00:00;5.703,890;5.710,886;5.688,820;5.691,511;16.159.586.976,77;283.414
WDOFUT;16/03/2023;12:00:00;5.720,574;5.736,182;5.699,046;5.703,890;25.933.397.695,61;453.508
WDOFUT;16/03/2023;11:00:00;5.699,584;5.729,723;5.697,969;5.720,574;28.105.440.564,17;491.496
WDOFUT;16/03/2023;10:00:00;5.711,963;5.718,959;5.695,278;5.700,122;33.599.374.582,71;588.705
WDOFUT;16/03/2023;09:00:00;5.699,584;5.712,501;5.687,205;5.712,501;29.974.031.540,25;525.929
WDOFUT;15/03/2023;17:00:00;5.717,883;5.721,112;5.704,966;5.711,963;5.958.606.597,14;104.244
WDOFUT;15/03/2023;16:00:00;5.721,650;5.727,571;5.713,039;5.717,883;11.694.535.563,08;204.430
WDOFUT;15/03/2023;15:00:00;5.732,414;5.740,487;5.708,733;5.722,189;23.300.960.962,17;407.192
WDOFUT;15/03/2023;14:00:00;5.750,175;5.750,713;5.727,571;5.732,414;20.481.198.657,04;356.945
WDOFUT;15/03/2023;13:00:00;5.731,876;5.753,943;5.727,032;5.750,175;19.494.806.471,92;339.438
WDOFUT;15/03/2023;12:00:00;5.729,723;5.738,335;5.724,880;5.731,338;19.528.237.793,19;340.695
WDOFUT;15/03/2023;11:00:00;5.713,577;5.745,870;5.710,348;5.729,185;33.393.557.133,45;582.896
WDOFUT;15/03/2023;10:00:00;5.707,119;5.722,727;5.693,125;5.713,577;36.014.141.455,63;630.950
WDOFUT;15/03/2023;09:00:00;5.731,876;5.755,557;5.698,508;5.707,119;44.581.374.341,10;778.741
WDOFUT;14/03/2023;17:00:00;5.678,594;5.679,670;5.671,597;5.676,441;4.908.304.159,35;86.488
WDOFUT;14/03/2023;16:00:00;5.674,288;5.684,514;5.673,212;5.679,132;12.273.150.305,49;216.138
WDOFUT;14/03/2023;15:00:00;5.669,444;5.677,518;5.664,062;5.674,827;12.557.978.611,03;221.471
WDOFUT;14/03/2023;14:00:00;5.666,215;5.677,518;5.662,986;5.668,906;13.715.530.038,91;241.892
WDOFUT;14/03/2023;13:00:00;5.680,747;5.681,285;5.662,448;5.666,753;16.876.034.859,62;297.567
WDOFUT;14/03/2023;12:00:00;5.659,219;5.681,285;5.647,916;5.681,285;17.776.031.142,30;313.808
WDOFUT;14/03/2023;11:00:00;5.652,222;5.661,371;5.639,843;5.659,757;22.905.790.848,41;405.495
WDOFUT;14/03/2023;10:00:00;5.651,146;5.668,906;5.641,996;5.652,760;31.253.119.114,40;552.695
WDOFUT;14/03/2023;09:00:00;5.657,604;5.682,361;5.640,920;5.651,146;43.867.720.583,74;774.749
WDOFUT;13/03/2023;17:00:00;5.692,587;5.694,202;5.664,062;5.669,444;10.381.826.600,79;182.693
WDOFUT;13/03/2023;16:00:00;5.681,285;5.694,202;5.675,903;5.692,587;12.708.303.743,24;223.477
WDOFUT;13/03/2023;15:00:00;5.666,215;5.681,823;5.661,910;5.680,747;11.698.694.628,59;206.291
WDOFUT;13/03/2023;14:00:00;5.661,371;5.678,594;5.660,295;5.666,215;15.289.626.048,26;269.705
WDOFUT;13/03/2023;13:00:00;5.659,757;5.673,212;5.654,375;5.661,371;15.963.726.469,22;281.865
WDOFUT;13/03/2023;12:00:00;5.637,690;5.665,677;5.631,770;5.659,757;23.704.574.630,09;419.669
WDOFUT;13/03/2023;11:00:00;5.668,906;5.670,521;5.634,999;5.637,690;35.393.307.758,39;626.471
WDOFUT;13/03/2023;10:00:00;5.698,508;5.708,733;5.667,292;5.668,906;42.134.122.073,32;741.337
WDOFUT;13/03/2023;09:00:00;5.636,614;5.705,504;5.631,770;5.698,508;57.695.007.526,15;1.016.202
WDOFUT;10/03/2023;18:00:00;5.634,461;5.645,763;5.633,923;5.634,999;3.067.428.849,82;54.393
WDOFUT;10/03/2023;17:00:00;5.628,541;5.637,152;5.627,465;5.633,923;6.206.520.258,36;110.188
WDOFUT;10/03/2023;16:00:00;5.636,614;5.639,843;5.627,465;5.628,541;11.800.846.366,13;209.446
WDOFUT;10/03/2023;15:00:00;5.615,086;5.643,072;5.612,395;5.636,614;17.584.256.353,76;312.319
WDOFUT;10/03/2023;14:00:00;5.603,784;5.618,853;5.597,863;5.614,548;14.692.913.340,04;261.901
WDOFUT;10/03/2023;13:00:00;5.576,873;5.607,013;5.576,873;5.604,322;18.805.883.053,16;336.235
WDOFUT;10/03/2023;12:00:00;5.598,940;5.598,940;5.575,259;5.577,412;27.663.302.864,88;495.308
WDOFUT;10/03/2023;11:00:00;5.618,315;5.626,388;5.593,019;5.598,940;31.175.727.235,96;555.574
WDOFUT;10/03/2023;10:00:00;5.604,860;5.644,149;5.598,402;5.618,853;43.644.348.055,38;777.493
